Origination_channel,Seller,ORIG_INT_R,ORIG_UPB,ORIG_LOAN_T,ORIG_LTV,ORIG_CLTV,NUM_BOR,ORIG_DTIR,BOR_C_SCORE,FST_TIME_IND,LOAN_PURPOSE,NUM_UNITS,OCC_TYPE,PROP_STATE,ZIP_SHORT,PRIM_INS_PERC,PROD_TYPE,CO_BOR_C_SCORE,INSUR_TYPE,RELOC_IND,Default
C,WELLS FARGO BANK,5.220238269,80101.68685,195,80.15589616,112.0632754,1,47.13173839,431.8247121,N,P,3,P,DC,774,8.252423019,FRM,387.6110519,1,N,1
R,STONEGATE MORTGAGE CORPORATION,5.14351145,60297.47342,195,87.80296997,117.8195102,1,59.53487036,404.360921,Y,P,2,P,DC,774,3.97010858,FRM,323.5690998,1,N,1
C,WELLS FARGO BANK,6.754161839,102211.1021,195,80.55231484,86.56104413,1,53.26266791,392.6000996,N,C,1,P,LA,76,4.948575298,FRM,358.7399588,1,N,1
R,WELLS FARGO BANK,6.889421927,190622.2232,195,86.17069094,110.2961635,1,52.52001604,459.4577698,N,P,2,P,ND,678,4.097322441,FRM,404.360921,1,N,1
R,"FLAGSTAR BANK, FSB",6.254467018,186438.1204,195,82.42078119,113.6599214,1,53.46712648,305.028393,N,P,1,P,MI,272,9.068363892,FRM,334.6150734,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.107553606,164249.5009,195,82.75536132,89.94945545,1,61.73679007,384.9019587,N,P,1,P,ME,490,2.719574742,FRM,372.0047832,1,N,1
C,WELLS FARGO BANK,6.512591444,243951.0027,195,86.84149522,108.6065058,1,58.68090533,383.4024149,N,C,2,P,DE,692,1.545794261,FRM,381.723404,1,N,1
C,STONEGATE MORTGAGE CORPORATION,6.558646201,222127.2857,195,83.26754457,115.7969187,1,56.25494304,304.9223297,Y,P,1,P,ME,663,9.864907404,FRM,426.8009972,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.395033118,25760.81423,195,80.09992729,118.6474008,1,47.88002427,379.6392898,Y,P,2,P,NM,32,1.123747984,FRM,477.6310219,1,N,1
R,STONEGATE MORTGAGE CORPORATION,6.095397233,161940.444,195,83.32570075,97.62771378,1,45.31172666,454.0994159,N,P,1,P,IN,311,7.85679297,FRM,372.6514951,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.0438101,151293.4774,195,86.66853005,109.6447354,1,51.93353783,408.0045693,N,P,4,P,KS,401,8.644096174,FRM,467.5684908,1,N,1
C,DITECH FINANCIAL LLC,6.003316089,187295.6953,195,80.33832549,90.05763199,1,53.29553292,462.367725,N,P,1,P,DE,525,9.861951528,FRM,480.2785441,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.888961501,96962.55992,195,83.02985893,87.24133375,1,58.1111433,418.6743036,N,C,1,P,AZ,58,3.061888963,FRM,323.8965032,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.252682041,28606.48588,195,87.85386921,117.4358991,1,57.24023118,424.3409611,N,P,1,P,MI,41,2.021748898,FRM,304.1066142,1,N,1
C,"FLAGSTAR BANK, FSB",6.635940038,29008.53935,195,87.99060154,85.7770106,1,62.00970138,319.820004,Y,P,4,P,MD,730,7.036035933,FRM,325.3606462,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.907013226,232102.1083,195,87.07985844,112.7241566,1,55.13546454,340.634159,N,C,1,P,VT,336,1.378713751,FRM,346.2811706,1,N,1
R,STONEGATE MORTGAGE CORPORATION,7.536363125,134301.6058,195,87.05939089,96.5883642,1,52.81351905,452.8440459,N,C,2,P,ME,28,6.278415611,FRM,486.8416592,1,N,1
C,"FLAGSTAR BANK, FSB",5.086355585,72172.42109,195,80.06907229,114.4073075,1,52.15005848,347.5204672,N,P,2,P,DC,533,7.321903416,FRM,342.2727096,1,N,1
C,WELLS FARGO BANK,7.012068402,19023.42319,195,87.11465293,98.50751961,1,57.80866536,418.2468636,Y,C,1,P,GA,336,9.336141347,FRM,377.1595865,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,6.482493892,215310.7463,195,83.17932784,105.8859466,1,45.2577518,328.1662567,Y,P,3,P,NY,703,6.35261058,FRM,462.8368477,1,N,1
R,WELLS FARGO BANK,5.37146613,156893.1987,195,83.75549491,96.531029,1,61.88571251,485.7467192,N,P,1,P,CA,367,8.399044306,FRM,392.6098883,1,N,1
R,WELLS FARGO BANK,6.40355637,164461.8103,195,87.66390915,96.90724541,1,47.19979018,472.1258478,Y,C,1,P,MI,506,1.36318807,FRM,464.7469335,1,N,1
R,STONEGATE MORTGAGE CORPORATION,6.701618843,188370.6996,195,88.15991164,104.7232493,1,59.74059811,356.6368848,Y,P,3,P,TX,426,1.706596575,FRM,369.1567085,1,N,1
R,DITECH FINANCIAL LLC,7.536124166,243783.1909,195,82.09458772,112.2673775,1,61.48794107,463.2248743,Y,P,1,P,NM,594,9.269802395,FRM,323.9247343,1,N,1
C,WELLS FARGO BANK,7.096300298,266882.0153,195,88.28476535,119.6402781,1,56.6707758,312.0464928,N,C,1,P,CA,794,8.729852085,FRM,450.6431045,1,N,1
C,STONEGATE MORTGAGE CORPORATION,7.285950911,35095.72999,195,81.09436557,94.93107421,1,61.04671396,479.0536785,Y,P,3,P,NC,121,1.279439433,FRM,410.123341,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.752821094,79672.53199,195,87.64705994,98.47355996,1,45.40217924,444.6698352,Y,P,1,P,CA,720,2.887578764,FRM,437.5903894,1,N,1
C,"FLAGSTAR BANK, FSB",5.189777462,46430.04316,195,83.43252523,107.2814576,1,58.90183155,455.1575927,N,P,2,P,DC,497,1.184938066,FRM,414.2502479,1,N,1
R,WELLS FARGO BANK,6.132682175,41712.77376,195,85.74143688,114.0992659,1,62.14365813,330.7204226,N,C,4,P,GU,103,4.876068555,FRM,308.5460999,1,N,1
R,WELLS FARGO BANK,7.223443267,212269.7518,195,84.40433974,102.0468301,1,62.70564266,450.6736405,N,P,1,P,MS,770,6.953934155,FRM,468.20636,1,N,1
R,WELLS FARGO BANK,6.245742121,242489.2367,195,88.23724177,100.0706721,1,50.93198059,324.8562422,N,P,3,P,NM,660,7.316379579,FRM,470.7800231,1,N,1
R,"FLAGSTAR BANK, FSB",6.29374769,229794.7513,195,83.15585678,109.6704878,1,58.47476184,493.4382264,Y,P,2,P,AL,311,7.687982361,FRM,355.3173408,1,N,1
C,WELLS FARGO BANK,7.985563709,114574.7167,195,88.00488698,100.2900657,1,61.11811099,399.2294762,N,C,2,P,AR,711,8.711679998,FRM,498.4434376,1,N,1
R,STONEGATE MORTGAGE CORPORATION,5.646512074,238589.8693,195,81.52534784,99.72286441,1,53.76753478,464.1992882,N,P,2,P,NV,382,7.604651226,FRM,393.347658,1,N,1
R,WELLS FARGO BANK,7.043924746,258157.6498,195,84.884057,94.81358278,1,61.85674981,372.4100205,N,P,3,P,ND,753,5.934439042,FRM,366.080953,1,N,1
R,WELLS FARGO BANK,7.700120015,262591.2572,195,87.78387,96.31282991,1,44.366901,381.723404,N,C,1,P,NJ,6,7.207313417,FRM,354.9938844,1,N,1
R,WELLS FARGO BANK,5.052686803,296636.7773,195,85.82488794,103.7716958,1,57.09970068,405.8580727,Y,P,1,P,NY,486,6.545223334,FRM,444.5931131,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.239517136,80313.02521,195,84.80883061,99.64791963,1,52.26823279,311.6423142,Y,P,1,P,NY,114,9.467096208,FRM,438.0752049,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.097069811,128552.1244,195,83.6914521,119.4638998,1,53.022893,450.6638568,Y,P,1,P,IA,590,5.886691244,FRM,472.1258478,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.357766621,121187.45,195,81.54552181,88.31464895,1,60.13338388,319.0437199,Y,P,2,P,KY,262,6.122089011,FRM,358.974752,1,N,1
C,STONEGATE MORTGAGE CORPORATION,7.35471591,177783.9869,195,85.19849405,101.5103186,1,55.25413984,348.812917,Y,P,1,P,HI,516,7.077082871,FRM,302.793286,1,N,1
R,WELLS FARGO BANK,7.268104687,108739.8467,195,81.65012378,93.00926452,1,55.88206604,333.6682364,N,P,1,P,CT,196,8.772656723,FRM,461.8270018,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.191643939,61193.41841,195,87.6738643,114.6087212,1,47.33853647,332.9683069,N,P,1,P,IL,85,5.909173751,FRM,478.4089534,1,N,1
C,WELLS FARGO BANK,5.826258884,164898.6357,195,82.71468012,119.8174591,1,57.80523482,367.2104023,N,C,1,P,ND,359,2.53543861,FRM,360.6216445,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.837916296,266980.4563,195,87.17701804,86.89128684,1,54.11092159,352.6746973,N,C,3,P,WY,509,9.473665984,FRM,309.3870232,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.197068598,192808.8855,195,87.80089068,90.56115768,1,58.09099523,331.714511,Y,P,1,P,CT,280,7.884552064,FRM,349.7679935,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.188951625,24706.85114,195,85.39510529,114.8467734,1,59.39687359,479.2130594,Y,P,3,P,WA,264,1.479990837,FRM,401.6897246,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,6.593993051,57992.69206,195,84.05044147,101.820617,1,61.88033636,300.6140174,Y,P,2,P,DC,773,7.485161672,FRM,405.5288194,1,N,1
C,WELLS FARGO BANK,5.941969311,130609.4897,195,80.91287,108.9439388,1,59.8806257,393.4590471,Y,P,2,P,ND,221,8.112248948,FRM,492.3981131,1,N,1
C,DITECH FINANCIAL LLC,5.451297363,253330.3134,195,87.35465627,93.0487539,1,55.63470879,367.589206,N,P,3,P,PR,728,9.638497787,FRM,305.6229856,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.238088777,16528.51787,195,83.76561481,119.6895743,1,55.109123,412.0550131,N,P,3,P,NY,35,1.560992768,FRM,407.9992658,1,N,1
C,STONEGATE MORTGAGE CORPORATION,6.232974225,173706.0287,195,85.60639006,107.3649763,1,63.53909763,365.6557148,N,P,1,P,ND,148,6.269948916,FRM,407.8366455,1,N,1
R,WELLS FARGO BANK,7.246852918,136662.5395,195,83.37794067,105.2293661,1,55.96245871,313.1226624,Y,P,1,P,SD,597,7.541847497,FRM,440.083294,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,6.14278593,86996.89062,195,82.1076664,100.7621395,1,61.83872022,492.6474311,N,P,4,P,NV,722,4.376862763,FRM,384.9019587,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.140395463,54223.22033,195,82.07165484,101.1066439,1,49.92714063,322.8306487,Y,P,1,P,DC,95,5.719870379,FRM,477.2556916,1,N,1
C,STONEGATE MORTGAGE CORPORATION,5.465859203,244328.2662,195,86.22605597,105.5023208,1,57.563086,334.6150734,Y,P,1,P,KY,598,8.354406754,FRM,406.1507328,1,N,1
R,"FLAGSTAR BANK, FSB",6.487055032,213497.2401,195,84.20586953,103.6807579,1,60.81574185,413.1814188,Y,P,1,P,AZ,352,8.449459034,FRM,330.5932628,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.626815557,86404.04157,195,87.96678444,111.3893047,1,56.30248029,368.4562908,N,C,2,P,AZ,638,4.345914714,FRM,394.6698778,1,N,1
C,WELLS FARGO BANK,6.609387853,73745.44643,195,84.23022953,85.63929944,1,59.90303734,485.1184176,Y,P,3,P,VT,191,3.506493616,FRM,383.6688658,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.209032952,244793.1145,195,84.09610713,89.62154455,1,56.94781094,453.2843571,N,C,1,P,ND,264,9.268923393,FRM,458.5301452,1,N,1
R,WELLS FARGO BANK,6.745517142,48286.3153,195,84.75515324,102.4008842,1,45.86623243,492.5089829,N,P,2,P,CA,177,6.798001787,FRM,349.1131975,1,N,1
R,WELLS FARGO BANK,5.827953088,202669.4199,195,87.24337544,91.89201878,1,50.83315379,493.742798,N,P,3,P,IL,304,7.955126332,FRM,307.2715697,1,N,1
R,DITECH FINANCIAL LLC,6.913914626,295439.1505,195,86.47251919,89.61684202,1,47.53586729,305.5458796,N,P,1,P,NV,753,3.922875634,FRM,326.6447836,1,N,1
C,DITECH FINANCIAL LLC,6.976546097,15956.12093,195,83.69968021,114.6418447,1,63.80489668,452.1129492,Y,C,1,P,MI,712,5.478821656,FRM,363.2672983,1,N,1
C,STONEGATE MORTGAGE CORPORATION,7.39054532,254357.519,195,87.72493617,97.35069794,1,43.55300558,411.7904593,N,P,1,P,ND,68,1.18379492,FRM,421.8631411,1,N,1
C,STONEGATE MORTGAGE CORPORATION,6.775723535,110200.2208,195,87.21885631,100.85307,1,60.4497522,356.6183892,Y,P,1,P,VT,170,6.682807053,FRM,460.7564085,1,N,1
C,WELLS FARGO BANK,7.931096872,275965.8081,195,80.29192986,103.0824148,1,58.74441157,359.7845539,Y,C,2,P,PR,497,8.255511982,FRM,428.9205044,1,N,1
R,WELLS FARGO BANK,7.132881529,198422.161,195,80.55230081,93.68544066,1,43.04355021,310.1365143,N,P,1,P,LA,394,7.049956924,FRM,465.6518498,1,N,1
R,WELLS FARGO BANK,7.813009403,200522.8926,195,81.80742219,111.3882132,1,54.20631576,492.0452351,N,P,4,P,NH,636,3.99439881,FRM,335.2910393,1,N,1
R,"FLAGSTAR BANK, FSB",7.557693349,35842.45772,195,88.41853929,111.24014,1,57.37310236,345.9601484,Y,P,2,P,AR,236,1.800163492,FRM,321.8037419,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.243465524,286773.3499,195,84.54172093,100.6138263,1,55.1047216,321.0576952,Y,P,4,P,MT,651,3.063270068,FRM,479.9994118,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,7.896045937,23425.24598,195,86.88192246,100.1085225,1,55.98542055,358.9195311,Y,C,1,P,WI,438,7.6582971,FRM,322.2754187,1,N,1
R,STONEGATE MORTGAGE CORPORATION,7.830075163,287527.5388,195,80.41328883,106.7342114,1,50.66270499,411.7245231,N,P,1,P,LA,48,6.091816291,FRM,452.8440459,1,N,1
C,WELLS FARGO BANK,6.718331777,75873.32433,195,81.11897222,104.7699833,1,55.97424244,470.7800231,Y,P,1,P,IL,715,7.02685555,FRM,377.8242138,1,N,1
C,WELLS FARGO BANK,5.244793702,169983.7035,195,82.03252079,115.1807473,1,52.05705546,335.3477767,Y,P,1,P,SC,28,9.149553044,FRM,499.8577646,1,N,1
R,WELLS FARGO BANK,5.157464634,26386.58057,195,85.65165254,89.37170294,1,59.92291329,302.5857964,Y,P,1,P,NY,237,5.308404998,FRM,346.2836463,1,N,1
R,STONEGATE MORTGAGE CORPORATION,6.792659458,162907.1364,195,87.4716023,93.6934218,1,44.35128282,493.6932475,Y,P,1,P,MI,759,2.488997547,FRM,312.6472174,1,N,1
R,WELLS FARGO BANK,6.5619983,168992.3112,195,83.70648647,95.04878556,1,45.18813421,401.6897246,N,P,1,P,OR,358,5.556203239,FRM,318.5632767,1,N,1
R,DITECH FINANCIAL LLC,6.257725789,248107.5697,195,81.74923721,100.1309213,1,47.10219822,489.1012221,Y,P,2,P,AL,662,1.907413287,FRM,438.0244958,1,N,1
C,STONEGATE MORTGAGE CORPORATION,6.648907184,177112.1027,195,82.00790007,97.31229363,1,54.23687141,456.8561094,Y,P,1,P,DC,765,2.424605031,FRM,475.0733642,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.627017404,182997.4933,195,87.23146979,115.6342524,1,56.42473104,323.3371786,Y,P,1,P,MT,39,5.914928413,FRM,386.6632327,1,N,1
R,"FLAGSTAR BANK, FSB",7.9532848,95363.68594,195,86.59685875,92.30960503,1,63.60570471,339.5340141,N,C,1,P,CA,121,8.905250638,FRM,437.2775905,1,N,1
C,WELLS FARGO BANK,6.702854789,81223.34165,195,82.75182278,110.3075671,1,57.58229444,433.764675,Y,P,2,P,OR,576,5.729617679,FRM,488.9258965,1,N,1
R,WELLS FARGO BANK,5.849429372,175127.2404,195,84.89175325,92.955772,1,46.70965447,347.9660164,N,P,1,P,GU,481,5.283175325,FRM,432.9923074,1,N,1
R,WELLS FARGO BANK,6.402799301,225601.8029,195,83.7222895,93.30172909,1,54.52018086,430.715141,N,P,2,P,PR,437,7.350497893,FRM,472.5940311,1,N,1
C,WELLS FARGO BANK,7.436858624,89788.51549,195,84.55365479,100.6278214,1,57.09198722,422.452361,Y,P,2,P,MI,279,5.492298465,FRM,300.5563707,1,N,1
R,WELLS FARGO BANK,7.806388907,74578.58815,195,80.00816591,101.148113,1,44.58313399,452.5257571,Y,P,1,P,ND,387,4.423432639,FRM,475.3031936,1,N,1
C,WELLS FARGO BANK,6.155420369,178860.9221,195,86.75624156,114.527682,1,55.33570054,403.6124792,Y,C,1,P,CA,495,3.154469514,FRM,340.1650227,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.369700482,72567.43807,195,80.80590135,112.1933291,1,52.62399894,402.0898004,N,P,3,P,KY,90,7.181786118,FRM,337.6775546,1,N,1
R,WELLS FARGO BANK,5.03551206,83775.12362,195,87.08339528,106.6627618,1,50.1798633,410.0199889,N,P,2,P,KY,769,1.662868093,FRM,436.4571049,1,N,1
C,WELLS FARGO BANK,6.895445054,195479.1947,195,83.98771516,108.354195,1,56.13328529,323.9611223,N,P,1,P,SD,610,6.732869633,FRM,324.4729684,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.764203429,290445.9916,195,83.90607914,101.3566745,1,53.34883372,350.613582,Y,P,1,P,TX,442,7.304654453,FRM,350.2810348,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.589210099,34433.67842,195,86.95287377,85.22159692,1,63.0706922,322.1645687,Y,P,4,P,DC,469,4.533753188,FRM,344.5471654,1,N,1
C,WELLS FARGO BANK,5.826703223,172267.6436,195,86.94771391,119.5767504,1,61.60101757,494.0200082,Y,P,4,P,ND,687,4.651734079,FRM,316.1932181,1,N,1
R,WELLS FARGO BANK,7.477138904,55476.94808,195,85.87605676,92.84203617,1,50.22947168,325.112366,Y,P,1,P,NM,405,5.682518008,FRM,455.1575927,1,N,1
R,WELLS FARGO BANK,6.413155476,240163.4844,195,86.65467475,99.98923396,1,59.65802798,414.6018879,Y,P,1,P,MI,654,7.194984629,FRM,398.6642581,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.605409562,74378.45018,195,83.4310337,87.07766314,1,63.82834731,464.6833747,N,P,2,P,MT,395,8.680703229,FRM,430.437085,1,N,1
R,WELLS FARGO BANK,6.36215942,266091.6047,195,80.43545097,109.1964586,1,60.93318405,361.1279507,N,P,1,P,ID,460,4.840106836,FRM,356.4637193,1,N,1
R,"FLAGSTAR BANK, FSB",7.975673744,160858.4237,195,84.17320329,92.33562399,1,56.5848396,397.0891335,Y,P,1,P,KS,408,9.313356132,FRM,391.7612045,1,N,1
R,"FLAGSTAR BANK, FSB",7.452446067,45892.61342,195,80.02592951,114.0879469,1,45.35277498,437.108946,Y,P,1,P,AZ,770,2.051728174,FRM,303.0915474,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,5.226938663,175834.574,195,80.63690293,98.5931261,1,47.35370796,467.12546,N,C,2,P,MO,31,3.748645452,FRM,368.5916049,1,N,1
C,WELLS FARGO BANK,7.811001545,202470.1205,195,84.59617832,106.472674,1,49.67519259,375.9966156,Y,C,3,P,WI,140,3.55842976,FRM,380.8374652,1,N,1
R,"FLAGSTAR BANK, FSB",7.364748787,93032.929,195,84.86205639,95.68825296,1,59.82446331,446.0424984,Y,P,3,P,DC,366,3.673000809,FRM,434.6277022,1,N,1
R,"FLAGSTAR BANK, FSB",6.507204539,116203.1475,195,80.88547014,119.6134064,1,52.03687171,305.8085635,Y,P,2,P,SC,281,2.290871228,FRM,361.1279507,1,N,1
R,STONEGATE MORTGAGE CORPORATION,6.212923993,99729.14984,195,80.57366845,105.270603,1,48.55186675,323.5690998,N,P,1,P,IA,157,5.011043249,FRM,459.3915694,1,N,1
C,WELLS FARGO BANK,6.458141525,265529.7147,195,88.28423595,108.0253228,1,59.69413883,437.6237906,Y,P,2,P,NH,474,6.32916415,FRM,495.4613198,1,N,1
R,"FLAGSTAR BANK, FSB",7.787032732,115853.7931,195,86.58596349,90.23329762,1,62.86992471,396.7337335,N,P,2,P,ID,537,4.247709577,FRM,353.897035,1,N,1
R,"FLAGSTAR BANK, FSB",5.369994207,283016.7846,195,83.70001394,88.87080075,1,48.9304863,310.4324636,Y,P,2,P,MO,100,5.486820426,FRM,306.607762,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,7.21756762,19924.71721,195,85.73276224,116.3802693,1,49.39340063,382.4826585,Y,P,2,P,DC,536,7.492515323,FRM,433.764675,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,6.084694445,100521.108,195,81.41183703,93.31903745,1,58.29762913,420.7351313,N,P,1,P,WV,79,2.142317906,FRM,340.2552719,1,N,1
R,DITECH FINANCIAL LLC,5.838077372,75350.68888,195,86.93700534,109.2462819,1,53.57597069,436.7778744,N,P,4,P,DC,659,5.655493252,FRM,321.09566,1,N,1
R,STONEGATE MORTGAGE CORPORATION,5.595590094,263969.0994,195,81.55850768,96.41286955,1,52.12517201,471.5306823,N,C,1,P,CA,452,6.855512986,FRM,412.0191345,1,N,1
R,FRANKLIN AMERICAN MORTGAGE COMPANY,6.058403791,85522.6559,195,80.19001072,91.72412412,1,56.41620662,340.1650227,N,P,2,P,AZ,723,5.320099033,FRM,347.719738,1,N,1
R,WELLS FARGO BANK,5.246557539,45812.13552,195,80.21896639,115.5381134,1,55.25079114,340.2552719,Y,P,4,P,AR,629,8.462449783,FRM,392.5675741,1,N,1
C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.461820863,243820.7104,195,84.69575181,113.3984796,1,47.69512403,424.7643104,Y,P,1,P,NJ,798,9.615395421,FRM,306.1853089,1,N,1
C,STONEGATE MORTGAGE CORPORATION,7.684293188,207597.9641,195,86.80243925,111.8058127,1,52.39092606,433.0921577,Y,P,2,P,FL,698,5.868140346,FRM,476.279221,1,N,1
C,STONEGATE MORTGAGE CORPORATION,7.575007566,267416.4531,195,80.08524165,89.29009293,1,43.90375072,415.2738755,N,P,1,P,IA,417,7.161022386,FRM,484.6472057,1,N,1
R,WELLS FARGO BANK,7.894548076,272383.4747,195,84.46281367,92.23746553,1,47.90320453,454.225993,N,P,4,P,ME,536,1.640858788,FRM,470.0469093,1,N,1
R,STONEGATE MORTGAGE CORPORATION,7.675353363,14857.06607,195,87.29280772,107.3519162,1,62.80468373,310.1711231,N,P,3,P,HI,347,1.106934626,FRM,475.2583172,1,N,1
R,WELLS FARGO BANK,5.990281662,98393.22595,195,81.42985153,110.5338464,1,47.63010422,461.2494678,Y,P,1,P,MT,212,9.062031492,FRM,350.2519015,1,N,1
C,"FLAGSTAR BANK, FSB",5.742919267,118889.2245,195,84.77830959,112.3947803,1,53.03000488,310.0260243,Y,P,2,P,CA,351,9.262691456,FRM,488.6320255,1,N,1
R,WELLS FARGO BANK,5.277597615,78122.03703,195,83.48423422,94.84734214,1,43.06260429,472.6149502,Y,P,1,P,NC,390,5.407662021,FRM,411.9440776,1,N,1
